村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Start Year,End Year,Data
31,南凤山村志,共产党员 CCP Membership,男 Male,,1979,2008,35
31,南凤山村志,共产党员 CCP Membership,女 Female,,1979,2008,20
31,南凤山村志,共产党员 CCP Membership,总 Total,,1979,2008,55
31,南凤山村志,新党员 New CCP Membership,总 Total,,1979,2008,27
33,见守村志,入伍 Military Enlistment,,,1949,2005,101
33,见守村志,共产党员 CCP Membership,总 Total,,1949,2005,68
34,胡家村志,共产党员 CCP Membership,总 Total,,1952,1953,7
35,洪塘头村志,共产党员 CCP Membership,总 Total,,1955,1956,3
35,洪塘头村志,共产党员 CCP Membership,总 Total,,1984,1987,38
35,洪塘头村志,共产党员 CCP Membership,总 Total,,1994,1996,50
38,梁口村志,共产党员 CCP Membership,男 Male,,1949,2008,67
38,梁口村志,共产党员 CCP Membership,女 Female,,1949,2008,2
38,梁口村志,入伍 Military Enlistment,,,1949,2008,76
38,梁口村志,共产党员 CCP Membership,总 Total,,1949,2008,69
39,骏马村志,共产党员 CCP Membership,总 Total,,2002,2012,155
40,金家坪村志,入伍 Military Enlistment,,,1949,2007,73
40,金家坪村志,村民纠纷 Number of Civil Mediations,,,1996,2006,94
41,博潭村志,共产党员 CCP Membership,总 Total,,1965,1980,25
42,新桥村志,入伍 Military Enlistment,,,1950,2006,119
42,新桥村志,新党员 New CCP Membership,总 Total,,1953,1956,9
44,大吕庄村志,村民纠纷 Number of Civil Mediations,,,1996,2009,460
47,冯桥村志,入伍 Military Enlistment,,,1955,2004,83
47,冯桥村志,新党员 New CCP Membership,总 Total,,1950,1959,11
47,冯桥村志,新党员 New CCP Membership,总 Total,,1960,1969,34
47,冯桥村志,新党员 New CCP Membership,总 Total,,1970,1979,23
47,冯桥村志,新党员 New CCP Membership,总 Total,,1980,1989,11
47,冯桥村志,新党员 New CCP Membership,总 Total,,1990,1999,21
47,冯桥村志,新党员 New CCP Membership,总 Total,,2001,2006,12
48,小瓦窑村志,阶级成分 Class Status,,地主 Landlord,1949,1952,32
48,小瓦窑村志,阶级成分 Class Status,,富农 Rich Peasant,1949,1952,12
48,小瓦窑村志,阶级成分 Class Status,,中农 Middle Peasant,1949,1952,155
48,小瓦窑村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1949,1952,241
50,音西村志,共产党员 CCP Membership,总 Total,,1956,1965,65
50,音西村志,新党员 New CCP Membership,总 Total,,1995,2000,41
52,郭家沟村志,共产党员 CCP Membership,总 Total,,1965,1966,17
52,郭家沟村志,共产党员 CCP Membership,总 Total,,1977,1998,45
52,郭家沟村志,新党员 New CCP Membership,男 Male,,1999,2010,15
52,郭家沟村志,新党员 New CCP Membership,女 Female,,1999,2010,9
52,郭家沟村志,新党员 New CCP Membership,总 Total,,1965,1966,8
52,郭家沟村志,新党员 New CCP Membership,总 Total,,1966,1976,9
52,郭家沟村志,新党员 New CCP Membership,总 Total,,1977,1998,17
52,郭家沟村志,新党员 New CCP Membership,总 Total,,1999,2010,24
53,牟家村志,入伍 Military Enlistment,,,1956,2004,84
56,沐陂村志,入伍 Military Enlistment,,,1949,2007,49
57,尧治河村志,入伍 Military Enlistment,,,1949,2009,25
58,袁家沟村志,入伍 Military Enlistment,,,1949,2008,50
58,袁家沟村志,新党员 New CCP Membership,总 Total,,1965,2008,40
58,袁家沟村志,新党员 New CCP Membership,总 Total,,1965,1966,14
63,盘山村志,共产党员 CCP Membership,总 Total,,2001,2008,52
63,盘山村志,共产党员 CCP Membership,总 Total,,1950,1965,36
63,盘山村志,共产党员 CCP Membership,总 Total,,1966,1970,68
63,盘山村志,共产党员 CCP Membership,总 Total,,1971,1978,67
63,盘山村志,共产党员 CCP Membership,总 Total,,1979,2000,46
63,盘山村志,新党员 New CCP Membership,总 Total,,1950,1965,14
63,盘山村志,新党员 New CCP Membership,总 Total,,1966,1970,31
63,盘山村志,新党员 New CCP Membership,总 Total,,1971,1978,5
63,盘山村志,新党员 New CCP Membership,总 Total,,1979,2000,11
63,盘山村志,新党员 New CCP Membership,总 Total,,2001,2008,8
64,三路居村志,入伍 Military Enlistment,,,1949,2008,52
66,四马台村志,共产党员 CCP Membership,总 Total,,1950,2010,64
67,西洞头村志,共产党员 CCP Membership,女 Female,,1955,2004,2
67,西洞头村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,6
67,西洞头村志,共产党员 CCP Membership,男 Male,,1955,2004,36
67,西洞头村志,共产党员 CCP Membership,总 Total,,1955,2004,38
68,五河苗族村志,入伍 Military Enlistment,,,1950,2000,57
70,乌玉村志,入伍 Military Enlistment,,,1955,2000,60
70,乌玉村志,阶级成分 Class Status,,地主 Landlord,1947,1952,9
70,乌玉村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
70,乌玉村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,47
70,乌玉村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,89
71,前夹山村志,入伍 Military Enlistment,,,1950,1959,20
71,前夹山村志,共产党员 CCP Membership,女 Female,,1950,1965,6
71,前夹山村志,共产党员 CCP Membership,总 Total,,1950,1965,26
71,前夹山村志,共产党员 CCP Membership,总 Total,,1966,1970,23
71,前夹山村志,共产党员 CCP Membership,总 Total,,1971,1987,46
73,三元朱村志,共产党员 CCP Membership,总 Total,,1963,1966,9
74,上东廓村志,入伍 Military Enlistment,,,1947,2007,79
76,沁水营村志,新党员 New CCP Membership,总 Total,,1950,1969,9
76,沁水营村志,新党员 New CCP Membership,总 Total,,1970,2009,25
76,沁水营村志,阶级成分 Class Status,,地主 Landlord,1949,1950,9
76,沁水营村志,阶级成分 Class Status,,富农 Rich Peasant,1949,1950,4
76,沁水营村志,阶级成分 Class Status,,中农 Middle Peasant,1949,1950,38
76,沁水营村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1949,1950,87
78,三八里村志,村民纠纷 Number of Civil Mediations,,,1990,1999,89
78,三八里村志,村民纠纷 Number of Civil Mediations,,,2007,2009,35
78,三八里村志,共产党员 CCP Membership,总 Total,,1948,1950,12
78,三八里村志,共产党员 CCP Membership,总 Total,,1951,1960,16
79,坦头村志,入伍 Military Enlistment,,,1955,2013,35
79,坦头村志,新党员 New CCP Membership,总 Total,,1956,2013,35
80,新店村志,阶级成分 Class Status,,地主 Landlord,1951,1952,1
80,新店村志,阶级成分 Class Status,,中农 Middle Peasant,1951,1952,25
80,新店村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1951,1952,124
81,北仪仙村志,入伍 Military Enlistment,,,1984,1995,135
81,北仪仙村志,共产党员 CCP Membership,总 Total,,1990,1992,78
82,北良侯村志,入伍 Military Enlistment,,,1949,1999,23
82,北良侯村志,阶级成分 Class Status,,富农 Rich Peasant,1946,1952,1
82,北良侯村志,阶级成分 Class Status,,中农 Middle Peasant,1946,1952,64
82,北良侯村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1946,1952,74
83,柏沟村志,入伍 Military Enlistment,,,1956,1994,14
83,柏沟村志,新党员 New CCP Membership,总 Total,,1956,1994,18
83,柏沟村志,阶级成分 Class Status,,富农 Rich Peasant,1946,1952,3
83,柏沟村志,阶级成分 Class Status,,中农 Middle Peasant,1946,1952,24
83,柏沟村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1946,1952,26
88,传字营村志,入伍 Military Enlistment,,,1949,1997,114
89,新立村志,共产党员 CCP Membership,男 Male,,1949,1999,107
89,新立村志,共产党员 CCP Membership,女 Female,,1949,1999,17
89,新立村志,共产党员 CCP Membership,总 Total,,1949,1999,124
91,福保村志,阶级成分 Class Status,,地主 Landlord,1950,1952,11
91,福保村志,阶级成分 Class Status,,富农 Rich Peasant,1950,1952,14
92,上南村志,阶级成分 Class Status,,地主 Landlord,1947,1952,9
92,上南村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,1
92,上南村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,158
92,上南村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,368
93,霍庄子村志,入伍 Military Enlistment,,,1955,2012,94
93,霍庄子村志,新党员 New CCP Membership,总 Total,,1949,1956,2
93,霍庄子村志,新党员 New CCP Membership,总 Total,,1956,1966,53
93,霍庄子村志,新党员 New CCP Membership,总 Total,,1966,1980,8
93,霍庄子村志,新党员 New CCP Membership,总 Total,,1980,1995,6
94,长畛村志,入伍 Military Enlistment,,,1963,2006,28
96,大蒋庄村志,入伍 Military Enlistment,,,1954,1993,40
97,插旗山村志,村民纠纷 Number of Civil Mediations,,,1986,2014,173
97,插旗山村志,共产党员 CCP Membership,总 Total,,1951,2012,75
97,插旗山村志,新党员 New CCP Membership,总 Total,,1960,1969,3
97,插旗山村志,新党员 New CCP Membership,总 Total,,1970,1979,20
97,插旗山村志,新党员 New CCP Membership,总 Total,,1980,1989,4
97,插旗山村志,新党员 New CCP Membership,总 Total,,1990,1999,15
97,插旗山村志,新党员 New CCP Membership,总 Total,,2000,2014,26
98,福德村志,入伍 Military Enlistment,,,1954,2011,97
99,银桥村村志,阶级成分 Class Status,,地主 Landlord,1951,1952,36
99,银桥村村志,阶级成分 Class Status,,富农 Rich Peasant,1951,1952,5
99,银桥村村志,阶级成分 Class Status,,中农 Middle Peasant,1951,1952,181
99,银桥村村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1951,1952,386
113,东古城村志,入伍 Military Enlistment,,,1955,1977,35
113,东古城村志,入伍 Military Enlistment,,,1978,2013,29
114,涌泉村志,入伍 Military Enlistment,,,1949,2007,400
115,荷湖村志,入伍 Military Enlistment,,,1952,2009,46
116,青峰村志,入伍 Military Enlistment,,,1951,2013,42
118,百子畈村志,入伍 Military Enlistment,,,1949,2015,211
118,百子畈村志,新党员 New CCP Membership,女 Female,,1957,2015,40
118,百子畈村志,新党员 New CCP Membership,总 Total,,1957,2015,110
118,百子畈村志,阶级成分 Class Status,,地主 Landlord,1947,1952,5
118,百子畈村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,7
118,百子畈村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,35
118,百子畈村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,242
120,小库木尔村志,阶级成分 Class Status,,地主 Landlord,1947,1952,1
120,小库木尔村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,2
120,小库木尔村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,3
123,小三家子村志,入伍 Military Enlistment,,,1950,1995,16
123,小三家子村志,阶级成分 Class Status,,富农 Rich Peasant,1948,1952,3
123,小三家子村志,阶级成分 Class Status,,中农 Middle Peasant,1948,1952,11
123,小三家子村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1948,1952,6
127,浪营村志,入伍 Military Enlistment,,,1956,2007,16
128,白沙村志,新党员 New CCP Membership,总 Total,,1965,1966,2
129,高庙村志,新党员 New CCP Membership,总 Total,,1955,1956,13
129,高庙村志,新党员 New CCP Membership,总 Total,,1958,1960,17
129,高庙村志,新党员 New CCP Membership,总 Total,,1967,1976,25
129,高庙村志,新党员 New CCP Membership,总 Total,,1978,2000,18
129,高庙村志,阶级成分 Class Status,,地主 Landlord,1951,1952,10
129,高庙村志,阶级成分 Class Status,,富农 Rich Peasant,1951,1952,3
131,双庄村村志,共产党员 CCP Membership,总 Total,,1956,2014,76
131,双庄村村志,共产党员 CCP Membership,女 Female,,1956,2014,15
131,双庄村村志,共产党员 CCP Membership,男 Male,,1956,2014,61
132,毕家上流村志,入伍 Military Enlistment,,,1950,2009,101
132,毕家上流村志,共产党员 CCP Membership,男 Male,,1953,2010,105
132,毕家上流村志,共产党员 CCP Membership,女 Female,,1953,2010,23
132,毕家上流村志,共产党员 CCP Membership,总 Total,,1953,2010,128
133,天穆村志,新党员 New CCP Membership,总 Total,,1950,1959,62
133,天穆村志,新党员 New CCP Membership,总 Total,,1960,1969,48
133,天穆村志,新党员 New CCP Membership,总 Total,,1970,1979,110
133,天穆村志,新党员 New CCP Membership,总 Total,,1980,1989,47
133,天穆村志,新党员 New CCP Membership,总 Total,,1990,1999,25
133,天穆村志,新党员 New CCP Membership,总 Total,,2000,2009,13
135,苏波盖村志,阶级成分 Class Status,,地主 Landlord,1947,1952,29
135,苏波盖村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,8
135,苏波盖村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,58
135,苏波盖村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,156
135,苏波盖村志,刑事案件 Number of Reported Crimes,,,1950,1953,73
135,苏波盖村志,刑事案件 Number of Reported Crimes,,,1954,1955,36
135,苏波盖村志,刑事案件 Number of Reported Crimes,,,1983,1986,9
136,丹村志,入伍 Military Enlistment,,,1955,2008,71
138,东颜村志,入伍 Military Enlistment,,,1980,2008,19
138,东颜村志,入伍 Military Enlistment,,,1949,2008,85
138,东颜村志,共产党员 CCP Membership,总 Total,,1980,1989,37
138,东颜村志,新党员 New CCP Membership,总 Total,,1960,1969,17
138,东颜村志,新党员 New CCP Membership,总 Total,,1970,1979,11
138,东颜村志,新党员 New CCP Membership,总 Total,,1949,1952,6
141,大三家村志,入伍 Military Enlistment,,,1949,2011,85
142,纳家户村志,共产党员 CCP Membership,总 Total,,1980,1982,63
144,上庄村志,入伍 Military Enlistment,,,1949,2000,87
145,宝狮村志,入伍 Military Enlistment,,,1949,2012,81
145,宝狮村志,共产党员 CCP Membership,总 Total,,1967,1969,33
145,宝狮村志,共产党员 CCP Membership,总 Total,,1970,1972,33
145,宝狮村志,共产党员 CCP Membership,总 Total,,1997,2004,44
145,宝狮村志,共产党员 CCP Membership,总 Total,,1985,1987,32
150,宝才村志,入伍 Military Enlistment,,,1950,2006,168
150,宝才村志,共产党员 CCP Membership,总 Total,,1956,1957,80
150,宝才村志,共产党员 CCP Membership,总 Total,,1958,1965,32
150,宝才村志,共产党员 CCP Membership,总 Total,,1983,1989,57
150,宝才村志,共产党员 CCP Membership,总 Total,,1989,1994,62
150,宝才村志,新党员 New CCP Membership,总 Total,,1970,1982,32
150,宝才村志,新党员 New CCP Membership,总 Total,,1983,1989,6
150,宝才村志,新党员 New CCP Membership,总 Total,,1989,1994,5
150,宝才村志,新党员 New CCP Membership,总 Total,,1994,2000,12
150,宝才村志,新党员 New CCP Membership,总 Total,,2001,2006,16
151,宜安村志,共产党员 CCP Membership,女 Female,,1949,2012,38
151,宜安村志,共产党员 CCP Membership,总 Total,,1949,2012,200
153,叶坪村志,入伍 Military Enlistment,,,1949,2001,88
156,百花村志,村民纠纷 Number of Civil Mediations,,,2008,2010,8
158,茅草村志,入伍 Military Enlistment,,,1950,2007,145
158,茅草村志,共产党员 CCP Membership,总 Total,,1951,2007,134
158,茅草村志,新党员 New CCP Membership,男 Male,,1951,2007,130
158,茅草村志,新党员 New CCP Membership,女 Female,,1951,2007,4
158,茅草村志,新党员 New CCP Membership,总 Total,,1951,2007,134
166,赤土村志,新党员 New CCP Membership,总 Total,,1950,2008,236
166,赤土村志,阶级成分 Class Status,,地主 Landlord,1947,1952,8
166,赤土村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,10
166,赤土村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,223
166,赤土村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,407
167,南店村志,入伍 Military Enlistment,,,1954,2000,43
170,鲍家寨村志,共产党员 CCP Membership,男 Male,,1954,2003,15
170,鲍家寨村志,共产党员 CCP Membership,女 Female,,1970,2003,9
170,鲍家寨村志,共产党员 CCP Membership,总 Total,,1954,2006,24
172,定平村志,共产党员 CCP Membership,总 Total,,1964,1965,33
172,定平村志,共产党员 CCP Membership,总 Total,,1966,1969,41
172,定平村志,共产党员 CCP Membership,总 Total,,1986,1987,45
172,定平村志,共产党员 CCP Membership,总 Total,,2005,2006,52
172,定平村志,新党员 New CCP Membership,总 Total,,1964,1965,5
173,果山村志,入伍 Military Enlistment,,,1950,2008,39
174,蔡宅村志,入伍 Military Enlistment,,,1950,1954,49
176,汪家塬村志,入伍 Military Enlistment,,,1949,2015,52
177,船房村志,共产党员 CCP Membership,总 Total,,1971,1974,63
177,船房村志,共产党员 CCP Membership,总 Total,,1979,1981,67
177,船房村志,共产党员 CCP Membership,总 Total,,1981,1984,72
177,船房村志,共产党员 CCP Membership,总 Total,,2002,2004,138
177,船房村志,新党员 New CCP Membership,总 Total,,1963,1965,29
177,船房村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,41
177,船房村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,279
177,船房村志,入伍 Military Enlistment,,,1956,2005,136
177,船房村志,新党员 New CCP Membership,总 Total,,2002,2004,2
179,木民村志,阶级成分 Class Status,,地主 Landlord,1947,1952,7
179,木民村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,1
179,木民村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,75
179,木民村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,301
180,红城村志,入伍 Military Enlistment,,,1955,1995,87
180,红城村志,阶级成分 Class Status,,地主 Landlord,1947,1952,8
180,红城村志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,9
180,红城村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,21
180,红城村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,129
181,弼唐村志,入伍 Military Enlistment,,,1979,2006,19
181,弼唐村志,共产党员 CCP Membership,总 Total,,1954,1955,7
181,弼唐村志,共产党员 CCP Membership,总 Total,,1955,1958,9
181,弼唐村志,共产党员 CCP Membership,总 Total,,1958,1961,11
181,弼唐村志,共产党员 CCP Membership,总 Total,,1961,1963,13
181,弼唐村志,共产党员 CCP Membership,总 Total,,1963,1968,15
181,弼唐村志,共产党员 CCP Membership,总 Total,,1983,1985,30
181,弼唐村志,共产党员 CCP Membership,总 Total,,1985,1989,33
181,弼唐村志,共产党员 CCP Membership,总 Total,,1989,1993,36
181,弼唐村志,共产党员 CCP Membership,总 Total,,1993,1996,38
181,弼唐村志,共产党员 CCP Membership,总 Total,,1996,1999,42
181,弼唐村志,共产党员 CCP Membership,总 Total,,1999,2003,44
181,弼唐村志,共产党员 CCP Membership,总 Total,,2003,2004,47
181,弼唐村志,共产党员 CCP Membership,总 Total,,2004,2007,49
181,弼唐村志,共产党员 CCP Membership,总 Total,,2007,2008,69
183,旧城村志,共产党员 CCP Membership,总 Total,,1953,2004,52
184,横西村志,入伍 Military Enlistment,,,1955,2006,78
186,白岩洞村志,阶级成分 Class Status,,地主 Landlord,1949,1951,11
187,百泉村志,新党员 New CCP Membership,总 Total,,1950,1959,12
187,百泉村志,新党员 New CCP Membership,总 Total,,1960,1969,52
187,百泉村志,新党员 New CCP Membership,总 Total,,1970,1979,18
187,百泉村志,新党员 New CCP Membership,总 Total,,1980,1989,11
187,百泉村志,新党员 New CCP Membership,总 Total,,1990,1999,21
188,调塾村志,入伍 Military Enlistment,,,1949,2004,90
189,苑口村志,新党员 New CCP Membership,总 Total,,1949,1966,3
189,苑口村志,新党员 New CCP Membership,总 Total,,1969,1975,27
189,苑口村志,新党员 New CCP Membership,总 Total,,1975,1976,3
189,苑口村志,新党员 New CCP Membership,总 Total,,1977,1979,10
189,苑口村志,新党员 New CCP Membership,总 Total,,1979,1998,10
190,范家店村志,入伍 Military Enlistment,,,1951,2009,93
192,三桥村志,入伍 Military Enlistment,,,1949,2007,141
194,界首村志,入伍 Military Enlistment,,,1951,1953,7
194,界首村志,新党员 New CCP Membership,总 Total,,1981,2006,22
195,珂里庄志,阶级成分 Class Status,,地主 Landlord,1947,1952,7
195,珂里庄志,阶级成分 Class Status,,富农 Rich Peasant,1947,1952,7
195,珂里庄志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,37
195,珂里庄志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,57
198,徐家河村志,入伍 Military Enlistment,,,1950,2005,36
199,勤丰村志,入伍 Military Enlistment,,,1951,2009,209
199,勤丰村志,阶级成分 Class Status,,地主 Landlord,1947,1952,3
199,勤丰村志,阶级成分 Class Status,,富农 Rich Peasant,1949,1952,3
199,勤丰村志,阶级成分 Class Status,,中农 Middle Peasant,1947,1952,138
199,勤丰村志,阶级成分 Class Status,,贫下中农 Poor and Lower Middle Peasant,1947,1952,565
201,永联村志,入伍 Military Enlistment,,,1971,2012,95
201,永联村志,新党员 New CCP Membership,总 Total,,1957,1966,21
205,黄土村志,入伍 Military Enlistment,,,1949,1952,10
205,黄土村志,入伍 Military Enlistment,,,1951,1994,98
205,黄土村志,新党员 New CCP Membership,总 Total,,1955,1958,17
205,黄土村志,新党员 New CCP Membership,总 Total,,1952,1954,5
206,上关村志,共产党员 CCP Membership,总 Total,,1996,1998,60
206,上关村志,共产党员 CCP Membership,总 Total,,2001,2003,90
208,人民塘村志,入伍 Military Enlistment,,,1949,2013,186
209,海东村志,入伍 Military Enlistment,,,1949,2011,97
211,山邑村志,入伍 Military Enlistment,,,1951,2004,108
218,九星村志,新党员 New CCP Membership,总 Total,,1959,1962,4
218,九星村志,新党员 New CCP Membership,总 Total,,1996,2006,15
218,九星村志,新党员 New CCP Membership,总 Total,,2009,2011,6
219,金凤村志,入伍 Military Enlistment,,,1949,2120,44
219,金凤村志,新党员 New CCP Membership,总 Total,,1955,1960,9
219,金凤村志,新党员 New CCP Membership,总 Total,,1966,1969,15
219,金凤村志,新党员 New CCP Membership,总 Total,,1976,1984,11
221,南胜村志,入伍 Military Enlistment,,,1949,2011,148
221,南胜村志,新党员 New CCP Membership,总 Total,,1949,1959,14
221,南胜村志,新党员 New CCP Membership,总 Total,,1984,1987,14
221,南胜村志,新党员 New CCP Membership,总 Total,,1988,1999,25
221,南胜村志,新党员 New CCP Membership,总 Total,,2000,2011,10
222,唐家岭村志,入伍 Military Enlistment,,,1949,2008,124
229,上马坊村志,入伍 Military Enlistment,,,1954,2007,20
230,果园村志,入伍 Military Enlistment,,,1956,2012,86
230,果园村志,刑事案件 Number of Reported Crimes,,,1998,2012,100
230,果园村志,共产党员 CCP Membership,总 Total,,1957,1989,75
230,果园村志,新党员 New CCP Membership,总 Total,,1954,1957,13
231,众安村志,入伍 Military Enlistment,,,1950,2014,151
231,众安村志,共产党员 CCP Membership,总 Total,,1977,1979,55
231,众安村志,共产党员 CCP Membership,总 Total,,1997,1999,86
233,棠东村志,共产党员 CCP Membership,总 Total,,1950,2004,106
234,小坑村志,入伍 Military Enlistment,,,1949,2005,23
236,榆林村志,入伍 Military Enlistment,,,1949,2012,68
236,榆林村志,新党员 New CCP Membership,总 Total,,1950,1959,18
236,榆林村志,新党员 New CCP Membership,总 Total,,1960,1969,32
236,榆林村志,新党员 New CCP Membership,总 Total,,1970,1979,15
236,榆林村志,新党员 New CCP Membership,总 Total,,1980,1989,13
236,榆林村志,新党员 New CCP Membership,总 Total,,1990,1999,15
236,榆林村志,新党员 New CCP Membership,总 Total,,2000,2010,48
236,榆林村志,新党员 New CCP Membership,总 Total,,2011,2012,8
238,界龙村志,入伍 Military Enlistment,,,1949,1955,9
238,界龙村志,入伍 Military Enlistment,,,1955,1984,91
238,界龙村志,入伍 Military Enlistment,,,1984,2010,40
238,界龙村志,入伍 Military Enlistment,,,1949,2010,140
238,界龙村志,新党员 New CCP Membership,总 Total,,1954,1956,17
241,龙爪树村志,新党员 New CCP Membership,总 Total,,2007,2010,10
242,横浦村志,入伍 Military Enlistment,,,1988,2010,120
242,横浦村志,新党员 New CCP Membership,男 Male,,1954,1959,30
242,横浦村志,新党员 New CCP Membership,男 Male,,1960,1969,38
242,横浦村志,新党员 New CCP Membership,男 Male,,1970,1979,37
242,横浦村志,新党员 New CCP Membership,男 Male,,1980,1989,28
242,横浦村志,新党员 New CCP Membership,男 Male,,1990,1999,21
242,横浦村志,新党员 New CCP Membership,男 Male,,2000,2010,9
242,横浦村志,新党员 New CCP Membership,女 Female,,1954,1959,6
242,横浦村志,新党员 New CCP Membership,女 Female,,1960,1969,16
242,横浦村志,新党员 New CCP Membership,女 Female,,1980,1989,8
242,横浦村志,新党员 New CCP Membership,女 Female,,1990,1999,8
242,横浦村志,新党员 New CCP Membership,女 Female,,2000,2010,9
242,横浦村志,新党员 New CCP Membership,总 Total,,1954,1959,36
242,横浦村志,新党员 New CCP Membership,总 Total,,1960,1969,54
242,横浦村志,新党员 New CCP Membership,总 Total,,1970,1979,46
242,横浦村志,新党员 New CCP Membership,总 Total,,1980,1989,36
242,横浦村志,新党员 New CCP Membership,总 Total,,1990,1999,29
242,横浦村志,新党员 New CCP Membership,总 Total,,2000,2010,18
242,横浦村志,新党员 New CCP Membership,女 Female,,1970,1979,9
